,sentence,entity,score
0,小额理赔5日结案率低于80%的公司有3家，分别为中德安联人寿、都邦财险和中国人寿集团；未低于80%但相对较低的10家公司是泰康养老、安盛天平、华安财险、长安责任、平安养老、太保财险、众安在线、利安人寿、中意人寿和华夏人寿,['中国人寿'],[1]
0,　　两个月前，贾跃亭发出全员内部信件，宣布辞去总经理的职务，梁军接替他的位置成为乐视网的总经理，负责更多具体事务,['乐视网'],[0]
9,　　乐福地是千山药机2015年收购的关联公司,['千山药机'],[0]
10,但分析人士指出，由于深铁、万科管理层及盟友的持股合计超过40%，而该议案只需获得参与投票的半数赞成票即可通过，该议案不通过只有理论上的可能,['万科'],[0]
27,　　在公司业绩承压的背景下，山东华鹏试图通过跨界并购来谋求新的盈利增长点，却屡屡受挫,['山东华鹏'],[-1]
0,'　　旅行社业务不振、筹划重大资产重组失败，股份有限公司(以下简称“西安旅游”)的2017步履蹒跚,['西安旅游'],[-1]
7,乐视网和乐视影业、乐视致新成为融创中国的联营公司,['乐视网'],[0]
0," 华孚色纺在业务上基本保持外汇头寸平衡的状态，该影响较小，历史上财务费用中的汇兑损益均在 2,000 万以下",['华孚色纺'],[0]
2,　　据了解，今年8月15日，广汇能源披露配股预案，拟以总股本52.21亿股为基数，向全体股东每10股配售不超过3股，总计配股不超过15.66亿股,['广汇能源'],[0]
29,　　但从此次雅戈尔的案例中，证金公司选择的增持时机，6月5日，是在前期上涨后自然调整的一天,['雅戈尔'],[1]
2,　　值得一提的是，应付关联方债务一栏显示，在乐视网资金状况紧张的当下，乐视网偿还了贾跃亭和其姐姐贾跃芳260万元和4.3亿元的贷款,['乐视网'],[0]
7,12月19日，永安行收报65.22元，上涨3.25%,['永安行'],[1]
13,对此，力帆股份在接受记者采访时表示，传统车型的增长缓慢是因为其产品在过去一段时间经历了“换挡期”，而新能源的销量数据的大幅滑坡则是因为受到处罚影响，并不是公司常态,['力帆股份'],[-1]
0,()　　　　受“顺丰将成为国内首个拥有专属机场的快递公司”影响，物流板块火热，、、顺丰控股、、、等集体拉升,['顺丰控股'],[1]
0,　　　　《每日经济新闻》记者了解到，上交所处罚决定中涉及的贵州燃气和天华院两只个股在这几个月股价均有较大波动,['天华院'],[-1]
2,除顺丰快递明确回复“不提供该服务”外，圆通快递工作人员表示，“只要换一张单子就可以”，并询问记者地址欲派快递师傅上门取件；申通快递工作人员则直接询问在哪里上线,['申通快递'],[0]
9,　　三度对峙公堂　　今年9月6日，新日恒力作为原告向宁夏回族自治区高级人民法院提交了《民事起诉状》，对被告许晓椿提起诉讼，要求许晓椿支付公司2016年度业绩补偿款2.58亿元,['新日恒力'],[-1]
0,　　从目前十大活跃类股票主要集中于银行、石化、非银金融、酒业饮料、建筑与等领域，这些股票大多为沪股通标的品种，其行业代表性公司不时的占据每日的交易量前列，今日的上涨过程中，工行、建行及中国石油推升明显体现对指数的影响,['中国石油'],[1]
6,　　此外，由于巨化股份氟化工产业链完整，原料自给率较高，竞争优势明显，公司氟化工效益和规模继续处于国内龙头地位，并且预计2011年力争营业收入、净利润比上年增长30%以上,['巨化股份'],[1]
7,顺丰控股自2015年起正式推出重货运输产品以来，截至2017年末，顺丰控股拥有717个重货网点和21个重货中转场，场地总面积超过67万平方米，覆盖全国31个省289个主要城市及地区，车辆4000余台,['顺丰控股'],[0]
0,　　近年来，巴菲特的“新世界”观让人印象深刻，“世界完全变了，我觉得大家并没有注意到新世界与旧世界的重大不同”,['新世界'],[0]
22,　　行情数据也显示，昨日涨幅排名前六的ETF均重仓持有万科A，前三名分别为深证基本面60ETF、深证300价值ETF、深证基本面200ETF等，昨日市价涨幅分别为7.93%、2.93%、2.47%,['万科'],[1]
0,　　午后，医疗板块继续走强，截至发稿，通策医疗涨8.11%，涨5.04%，，，，，，等股均有不错表现,['通策医疗'],[1]
0,海南瑞泽于2月23日董事会审议通过《关于全资子公司海南瑞泽旅游控股有限公司拟投资设立全资子公司的议案》，同意公司全资子公司瑞泽旅游，以自有资金出资人民币5，000 万元，在三亚市投资设立圣华旅游,['海南瑞泽'],[0]
3,　　根据天海投资公告的数据，目前当当网自营超过300万SKU(Stock Keeping Unit 库存量单位，其中图书产品超过 120 万种)，招商平台上约有3000多个第三方卖家，并经营200多家实体书店，处于线上图书出版物零售领域的龙头地位,['天海投资'],[0]
2,蓝帆医疗作为医疗PVC手套行业龙头，拥有医疗PVC手套产能150亿支/年，所占全球市场份额达到22%，并具有很高产品定价权,['蓝帆医疗'],[0]
2,可见，盐田港优越的自然条件和具有战略意义的地理位置早已被各方认识，李嘉诚事实上将盐田港作为国际集装箱中转业务的战略后备港,['盐田港'],[1]
4,”　　在他看来，乐视网要想解决困难，就必须引入百亿以上的资金，并且需要让钱合理合规地进来,['乐视网'],[-1]
2,　　经纪业务占比下降　　经纪业务历来是华泰证券的核心业务,['华泰证券'],[-1]
9,　　基于对*ST上普的信任，投资者在实施日后买入*ST上普股票，后又由于被告虚假陈述行为被揭露而遭受巨额损失，投资者损失与*ST上普虚假陈述行为之间存在法定的因果关系,['ST上普'],[-1]
3,　　乐视网回复Walkhard：尊敬的投资者您好,['乐视网'],[0]
7,　　然而，仅过了一周的时间，天宝食品就宣布终止重组,['天宝食品'],[-1]
13,　　从并购完成后的业绩来看，丰越环保的确为鹏起科技贡献出了巨大利润，更为后者避免了“披星戴帽”的厄运,['鹏起科技'],[1]
15,　　对于上市公司来说，因牵涉到颜华债务危机，目前华昌达部分账户及持有的上海德梅柯汽车装备制造有限公司100%股权已被北京华夏恒基文化交流中心、武汉国创资本投资有限公司等债权人申请了司法冻结,['华昌达'],[-1]
0,　　本来今天我们觉得招行能够扛起银行的反攻大旗，不过招行并不急于求成，全天红盘震荡不过最终收阳，受此影响金融板块整体偏多，银行的风向标略微走低，不过民生银行长期聚合，随后可能收复多条均线，从招行的大宗交易市场的表现，就此封杀银行股的下跌空间，银行的价值回归将促股指趋势向上,['民生银行'],[1]
2,　　被誉为导航定位授时产业引领企业的，同期也接受了6家基金公司的调研，仅次于新纶科技,['新纶科技'],[1]
2,直至3月5日，炳通投资向绿庭投资发布了一份提名董事候选人的议案，但由于超出了提交资料的期限，上市公司予以驳回,['绿庭投资'],[-1]
0,'　　　　　　贵州百灵昨日晚间披露，经第四届董事会第九次会议审议通过，公司拟作为有限合伙人出资1亿元（自有资金）参与投资江苏疌泉醴泽健康产业创业投资基金（有限合伙）（下称“产业投资基金”）,['贵州百灵'],[0]
30,对日海通讯投资者而言，日海通服发生的事情很难被称为“小事情”,['日海通讯'],[0]
0,不要贸然买自己看不懂风格的股票，建议关注二类股机会，一是代表未来经济方向，市场空间较大，近期互联网板块在乐视网和上涨刺激下异常火爆，这是因为互联网的弹性最大，最容易调起人气，互联网板块有望从互联金融向在线教育、移动医疗、信息安全等方面延伸；二是受益政策的板块，如创投概念、环保、新能源汽车等,['乐视网'],[1]
1,　　欢迎大家来到美丽的海滨城市厦门参加广发证券2010年中期投资报告会，本次报告会我们非常荣幸了请到了在业界有影响力的专家,['广发证券'],[0]
0,盘面上看，虚拟现实概念大涨近7%，、等5股涨停；高送转概念持续火爆，等10股涨停，其中光华科技已连续6日涨停,['光华科技'],[1]
0,截至目前，杭钢股份涨停，涨近7%，、均有不同程度涨幅,['杭钢股份'],[1]
17,外界部分人士质疑万科独立董事薪酬翻倍与刘姝威炮轰宝能相关，独董的独立性和公正性将受到挑战,['万科'],[-1]
0,受此影响，嘉澳转债昨日跌幅接近18%，报101.02元，正股嘉澳环保跌1.58%,['嘉澳环保'],[-1]
5,目前，万科前五大股东为宝能系持股比为25%，华润持股比为15.24%，恒大6.82%，安邦6.18%和万科管理层持股计划国信金鹏分级1号4.14%,['万科'],[0.0]
7,　　从上面可以看出，2012-2015年，老板电器每年的销量增速均在20%以上，尤其2012年、2013年、2015年均达到了30%以上的销量增速,['老板电器'],[1.0]
0,'（原标题：王石缺席万科庆祝晚会）\n                置于风口浪尖的，每一个举动都备受关注,['万科'],[-1.0]
7,按照重庆啤酒此前的公告，该股原计划12月6日复牌，而在当日，公司宣布7日继续停牌,['重庆啤酒'],[0.0]
0,'　　　　午后两市股指再次杀跌，盘面上来看，依然是低价股行情，受金正恩即将访华影响中朝自贸概念板块启动，大部分板块和个股均无量弱反弹，从同花顺即时多空比数据来看，委买盘为2580万，委卖盘为5025万，多空比为0.51,['同花顺'],[-1.0]
5,　　中小市值：关注冷链物流和碳纤维产业　　光大证券中小市值首席分析师刘晓波认为，冷链物流和碳纤维两大产业值得看好，而主题投资方面，国企改革仍旧是亮点,['光大证券'],[1.0]
2,然而，同年5月，由于挖金客实控人李征之妻陈坤向法院提起离婚诉讼，并申请财产保全，造成亨通光电收购的李征所持股权存在重大不确定性，亨通光电决定终止对挖金客的收购,['亨通光电'],[-1.0]
11,　　数据显示，截至2015年12月31日，龙力生物非流动负债1.1亿元,['龙力生物'],[0.0]
0,　　2月28日晚间，（600270.SH）发布公告称，中国外运（0598.HK ）拟以换股方式吸收合并外运发展,['外运发展'],[0.0]
